pretrained	loss_name	batch_size	imratio	lr	epoch	train_loss	train_auc	test_loss	test_auc
True	square_hinge	5000	0.5	0.001	0	1.0069581270217896	0.505950391292572	1.0052326917648315	0.5163305997848511
True	square_hinge	5000	0.5	0.001	1	1.0049551725387573	0.5148780941963196	1.0022081136703491	0.5247973799705505
True	square_hinge	5000	0.5	0.001	2	1.0003607273101807	0.5276016592979431	0.9977632164955139	0.5347350835800171
True	square_hinge	5000	0.5	0.001	3	0.9981577396392822	0.532613217830658	0.9947128295898438	0.540192723274231
True	square_hinge	5000	0.5	0.001	4	0.9973292946815491	0.5350068807601929	0.9935575127601624	0.5416793823242188
True	square_hinge	5000	0.5	0.001	5	0.9937382340431213	0.5401802062988281	0.9913623332977295	0.5446614027023315
True	square_hinge	5000	0.5	0.001	6	0.9926528930664062	0.5417417287826538	0.9889920949935913	0.5480390787124634
True	square_hinge	5000	0.5	0.001	7	0.9895070791244507	0.5463253259658813	0.9866309762001038	0.5513771176338196
True	square_hinge	5000	0.5	0.001	8	0.9874676465988159	0.5495814085006714	0.9844205379486084	0.5544343590736389
True	square_hinge	5000	0.5	0.001	9	0.9867770671844482	0.5504894852638245	0.9822429418563843	0.5575100779533386
True	square_hinge	5000	0.5	0.001	10	0.9837755560874939	0.555717408657074	0.9801468253135681	0.5604482889175415
True	square_hinge	5000	0.5	0.001	11	0.9826812744140625	0.5573415756225586	0.9781202673912048	0.5632658004760742
True	square_hinge	5000	0.5	0.001	12	0.9788212180137634	0.5625617504119873	0.976185142993927	0.5659434199333191
True	square_hinge	5000	0.5	0.001	13	0.9784428477287292	0.5620136260986328	0.9742856025695801	0.5685464143753052
True	square_hinge	5000	0.5	0.001	14	0.9762503504753113	0.566059947013855	0.9724110960960388	0.5710924863815308
True	square_hinge	5000	0.5	0.001	15	0.9731441736221313	0.5703251957893372	0.9706404805183411	0.5734811425209045
True	square_hinge	5000	0.5	0.001	16	0.9742470979690552	0.5685188174247742	0.9689162373542786	0.5758421421051025
True	square_hinge	5000	0.5	0.001	17	0.9715070128440857	0.5728387236595154	0.9672477841377258	0.5780933499336243
True	square_hinge	5000	0.5	0.001	18	0.9689397215843201	0.5760471224784851	0.9656029343605042	0.5803225040435791
True	square_hinge	5000	0.5	0.001	19	0.9675943851470947	0.5778603553771973	0.9640472531318665	0.5824170112609863
True	square_hinge	5000	0.5	0.001	20	0.9671906232833862	0.5775398015975952	0.9624665379524231	0.5844593644142151
True	square_hinge	5000	0.5	0.001	21	0.9661168456077576	0.5791867971420288	0.9609992504119873	0.5864511728286743
True	square_hinge	5000	0.5	0.001	22	0.9640825986862183	0.5821605324745178	0.9595139026641846	0.5884080529212952
True	square_hinge	5000	0.5	0.001	23	0.9605696797370911	0.5870974063873291	0.9580299854278564	0.5903210043907166
True	square_hinge	5000	0.5	0.001	24	0.9611635804176331	0.5858397483825684	0.9566176533699036	0.5921544432640076
True	square_hinge	5000	0.5	0.001	25	0.9586033821105957	0.5895888209342957	0.9552584290504456	0.5939282774925232
True	square_hinge	5000	0.5	0.001	26	0.959061324596405	0.5885460376739502	0.9538629651069641	0.5957127213478088
True	square_hinge	5000	0.5	0.001	27	0.9555374979972839	0.593056857585907	0.9525796175003052	0.5973093509674072
True	square_hinge	5000	0.5	0.001	28	0.9566715955734253	0.5909363031387329	0.9512468576431274	0.5989440679550171
True	square_hinge	5000	0.5	0.001	29	0.9542936682701111	0.5936425924301147	0.9499572515487671	0.6005226969718933
True	square_hinge	5000	0.5	0.001	30	0.9523853063583374	0.5973058938980103	0.9487054944038391	0.6020305156707764
True	square_hinge	5000	0.5	0.001	31	0.9520497918128967	0.5964959859848022	0.9474459290504456	0.6035379767417908
True	square_hinge	5000	0.5	0.001	32	0.9511220455169678	0.5975101590156555	0.9462094902992249	0.6049624085426331
True	square_hinge	5000	0.5	0.001	33	0.95097815990448	0.597587525844574	0.9450094103813171	0.6063913106918335
True	square_hinge	5000	0.5	0.001	34	0.9478234052658081	0.6017671227455139	0.9438073039054871	0.6076816320419312
True	square_hinge	5000	0.5	0.001	35	0.9459207057952881	0.603127121925354	0.9426309466362	0.6089560389518738
True	square_hinge	5000	0.5	0.001	36	0.945905327796936	0.6031834483146667	0.9414753317832947	0.6102185249328613
True	square_hinge	5000	0.5	0.001	37	0.9448885321617126	0.6042336225509644	0.940298855304718	0.6114671230316162
True	square_hinge	5000	0.5	0.001	38	0.9435635805130005	0.60563063621521	0.9391596913337708	0.6126227974891663
True	square_hinge	5000	0.5	0.001	39	0.9424921870231628	0.606426477432251	0.9380508661270142	0.6136890053749084
True	square_hinge	5000	0.5	0.001	40	0.9417605996131897	0.6074708700180054	0.9370133876800537	0.6147152781486511
True	square_hinge	5000	0.5	0.001	41	0.9407285451889038	0.6091163158416748	0.9359968900680542	0.6156951189041138
True	square_hinge	5000	0.5	0.001	42	0.9385716915130615	0.611118495464325	0.9349403977394104	0.6166402697563171
True	square_hinge	5000	0.5	0.001	43	0.9387609958648682	0.6098459959030151	0.9339737892150879	0.6174894571304321
True	square_hinge	5000	0.5	0.001	44	0.938366174697876	0.6106157898902893	0.9329087734222412	0.6184039115905762
True	square_hinge	5000	0.5	0.001	45	0.9368966221809387	0.6120133996009827	0.9319014549255371	0.6191919445991516
True	square_hinge	5000	0.5	0.001	46	0.9353230595588684	0.6129430532455444	0.9309170246124268	0.6200144290924072
True	square_hinge	5000	0.5	0.001	47	0.9350807666778564	0.6131760478019714	0.9299368858337402	0.6208173036575317
True	square_hinge	5000	0.5	0.001	48	0.9346761703491211	0.6132715940475464	0.9289271831512451	0.6216617822647095
True	square_hinge	5000	0.5	0.001	49	0.9332423806190491	0.6145020127296448	0.928012490272522	0.6223170757293701
True	square_hinge	5000	0.5	0.001	50	0.9315769076347351	0.6164184808731079	0.9271361827850342	0.6229788661003113
True	square_hinge	5000	0.5	0.001	51	0.9306546449661255	0.616980791091919	0.9261898994445801	0.6236597299575806
True	square_hinge	5000	0.5	0.001	52	0.9309566020965576	0.6162322163581848	0.925273060798645	0.6242810487747192
True	square_hinge	5000	0.5	0.001	53	0.9294080138206482	0.6176616549491882	0.9243797659873962	0.6248922944068909
True	square_hinge	5000	0.5	0.001	54	0.9282406568527222	0.6185921430587769	0.9235495328903198	0.6254171133041382
True	square_hinge	5000	0.5	0.001	55	0.9282258152961731	0.6179687976837158	0.9227200746536255	0.6259130239486694
True	square_hinge	5000	0.5	0.001	56	0.9272964000701904	0.6185723543167114	0.921811580657959	0.6264590620994568
True	square_hinge	5000	0.5	0.001	57	0.925456166267395	0.6207298636436462	0.9209958910942078	0.6269755363464355
