pretrained	loss_name	batch_size	imratio	lr	epoch	train_loss	train_auc	test_loss	test_auc
True	square_hinge	100	0.5	0.01	0	0.9962684512138367	0.5410256385803223	0.9956113696098328	0.5361000895500183
True	square_hinge	100	0.5	0.01	1	1.0006684064865112	0.5102083086967468	0.9896262288093567	0.5501501560211182
True	square_hinge	100	0.5	0.01	2	1.0023820400238037	0.5026282072067261	0.9872715473175049	0.5539792776107788
True	square_hinge	100	0.5	0.01	3	0.9946498870849609	0.5388301014900208	0.9815304279327393	0.5691588521003723
True	square_hinge	100	0.5	0.01	4	0.9787592887878418	0.5708493590354919	0.971869945526123	0.5913875102996826
True	square_hinge	100	0.5	0.01	5	0.9526591300964355	0.6357532143592834	0.9605211019515991	0.604689359664917
True	square_hinge	100	0.5	0.01	6	0.9482333660125732	0.6164743900299072	0.948706865310669	0.6091612577438354
True	square_hinge	100	0.5	0.01	7	0.912443220615387	0.6520993113517761	0.9439422488212585	0.6056422591209412
True	square_hinge	100	0.5	0.01	8	0.9127082824707031	0.6274839639663696	0.9414396286010742	0.6007592678070068
True	square_hinge	100	0.5	0.01	9	0.8924229145050049	0.6580929756164551	0.9308798909187317	0.613068699836731
True	square_hinge	100	0.5	0.01	10	0.8774657845497131	0.6670994162559509	0.9253401756286621	0.6155668497085571
True	square_hinge	100	0.5	0.01	11	0.8794065713882446	0.6591025590896606	0.9212235808372498	0.6179866790771484
True	square_hinge	100	0.5	0.01	12	0.8765552639961243	0.6545832753181458	0.9438749551773071	0.5967742800712585
True	square_hinge	100	0.5	0.01	13	0.8529601097106934	0.6756891012191772	0.9272733330726624	0.6101166009902954
True	square_hinge	100	0.5	0.01	14	0.8838304877281189	0.6661538481712341	0.9231438636779785	0.6168906688690186
True	square_hinge	100	0.5	0.01	15	0.8395359516143799	0.6903365850448608	0.9074770212173462	0.62703537940979
True	square_hinge	100	0.5	0.01	16	0.8338798880577087	0.7073076963424683	0.9091870188713074	0.6272464990615845
True	square_hinge	100	0.5	0.01	17	0.8026089072227478	0.7156250476837158	0.9015778303146362	0.6318783760070801
True	square_hinge	100	0.5	0.01	18	0.8121935129165649	0.7007691860198975	0.9089248180389404	0.6246204376220703
True	square_hinge	100	0.5	0.01	19	0.8008437752723694	0.7024999260902405	0.9182065725326538	0.6163488626480103
True	square_hinge	100	0.5	0.01	20	0.7792579531669617	0.7300161123275757	0.9058254361152649	0.6269055008888245
True	square_hinge	100	0.5	0.01	21	0.7783531546592712	0.7252885103225708	0.8930984139442444	0.6361317038536072
True	square_hinge	100	0.5	0.01	22	0.7406901717185974	0.7539022564888	0.885418713092804	0.6416034698486328
True	square_hinge	100	0.5	0.01	23	0.7645986676216125	0.7234776020050049	0.9059574604034424	0.6264432668685913
True	square_hinge	100	0.5	0.01	24	0.7391015291213989	0.7369871735572815	0.9036887288093567	0.6284732818603516
True	square_hinge	100	0.5	0.01	25	0.7079859375953674	0.7614423036575317	0.8999300003051758	0.6311358213424683
True	square_hinge	100	0.5	0.01	26	0.6918884515762329	0.7728365063667297	0.8989537358283997	0.632888913154602
True	square_hinge	100	0.5	0.01	27	0.6939032077789307	0.7633012533187866	0.9057633876800537	0.6289384961128235
True	square_hinge	100	0.5	0.01	28	0.6816191077232361	0.7693589329719543	0.9024962186813354	0.6321194767951965
True	square_hinge	100	0.5	0.01	29	0.6792929768562317	0.7707691788673401	0.9084348082542419	0.6294511556625366
True	square_hinge	100	0.5	0.01	30	0.6374269127845764	0.7958813905715942	0.9007756114006042	0.6315285563468933
True	square_hinge	100	0.5	0.01	31	0.7334182858467102	0.7275160551071167	0.9445503950119019	0.6042143702507019
True	square_hinge	100	0.5	0.01	32	0.6438534259796143	0.779150664806366	0.9195191264152527	0.6228001117706299
True	square_hinge	100	0.5	0.01	33	0.685253918170929	0.7824358940124512	0.9245690107345581	0.6223185658454895
True	square_hinge	100	0.5	0.01	34	0.6194977760314941	0.7944711446762085	0.9067060947418213	0.6327247023582458
True	square_hinge	100	0.5	0.01	35	0.6393175721168518	0.8007051348686218	0.9054346680641174	0.635932207107544
True	square_hinge	100	0.5	0.01	36	0.6095556616783142	0.8015544414520264	0.9020439982414246	0.6344332695007324
True	square_hinge	100	0.5	0.01	37	0.5729784965515137	0.8176121711730957	0.8996281623840332	0.6382789015769958
True	square_hinge	100	0.5	0.01	38	0.5657731890678406	0.8239102363586426	0.9088680744171143	0.6334325075149536
True	square_hinge	100	0.5	0.01	39	0.6385368704795837	0.786634624004364	0.9221668839454651	0.627795934677124
True	square_hinge	100	0.5	0.01	40	0.5856500864028931	0.8228044509887695	0.9177662134170532	0.6281442642211914
True	square_hinge	100	0.5	0.01	41	0.5720161199569702	0.81166672706604	0.9384892582893372	0.6236535906791687
True	square_hinge	100	0.5	0.01	42	0.5325765013694763	0.8405929803848267	0.9279245734214783	0.6290023326873779
True	square_hinge	100	0.5	0.01	43	0.5221514701843262	0.8393429517745972	0.8920891284942627	0.6470648050308228
True	square_hinge	100	0.5	0.01	44	0.6544088125228882	0.8247435092926025	0.917982816696167	0.6397454142570496
True	square_hinge	100	0.5	0.01	45	0.4881746470928192	0.8487659692764282	0.9122644662857056	0.636211097240448
True	square_hinge	100	0.5	0.01	46	0.585350513458252	0.829118549823761	0.9510506391525269	0.621046245098114
True	square_hinge	100	0.5	0.01	47	0.5468096733093262	0.8480287790298462	0.9042000770568848	0.6419996023178101
True	square_hinge	100	0.5	0.01	48	0.5035557150840759	0.844278872013092	0.9005191326141357	0.644338071346283
True	square_hinge	100	0.5	0.01	49	0.4657115042209625	0.8735256195068359	0.9291695952415466	0.6318753957748413
True	square_hinge	100	0.5	0.01	50	0.47704705595970154	0.8607531785964966	0.9212188124656677	0.6304165124893188
True	square_hinge	100	0.5	0.01	51	0.5182508826255798	0.8615064024925232	0.9149444699287415	0.634337306022644
True	square_hinge	100	0.5	0.01	52	0.46005088090896606	0.8652564883232117	0.9224270582199097	0.6360757350921631
True	square_hinge	100	0.5	0.01	53	0.6274171471595764	0.7996795177459717	0.9506301879882812	0.6139147281646729
True	square_hinge	100	0.5	0.01	54	0.5656076073646545	0.8450961112976074	0.9685438275337219	0.6217961311340332
True	square_hinge	100	0.5	0.01	55	0.5125242471694946	0.8621313571929932	0.9486480951309204	0.6262615323066711
True	square_hinge	100	0.5	0.01	56	0.4426828622817993	0.870608925819397	0.948711097240448	0.6252952218055725
True	square_hinge	100	0.5	0.01	57	0.4173186719417572	0.8792307376861572	0.9046052694320679	0.6436380743980408
True	square_hinge	100	0.5	0.01	58	0.4167275130748749	0.8835415840148926	0.9144195914268494	0.6408520340919495
True	square_hinge	100	0.5	0.01	59	0.48034152388572693	0.8658332824707031	0.9231603741645813	0.6383000016212463
True	square_hinge	100	0.5	0.01	60	0.38038161396980286	0.8963941931724548	0.9032672047615051	0.6482366323471069
True	square_hinge	100	0.5	0.01	61	0.5261762142181396	0.8704646825790405	0.9326947331428528	0.6330190896987915
True	square_hinge	100	0.5	0.01	62	0.5031880140304565	0.8399198055267334	0.9828561544418335	0.6166954636573792
True	square_hinge	100	0.5	0.01	63	0.46388664841651917	0.8921475410461426	0.9051123857498169	0.645149290561676
True	square_hinge	100	0.5	0.01	64	0.5463293790817261	0.8624839782714844	0.9974033832550049	0.6108857989311218
True	square_hinge	100	0.5	0.01	65	0.47114792466163635	0.8754807114601135	0.9527281522750854	0.6317808628082275
True	square_hinge	100	0.5	0.01	66	0.3976295292377472	0.8848397135734558	0.9663926362991333	0.6238958835601807
True	square_hinge	100	0.5	0.01	67	0.35404103994369507	0.904487133026123	0.9559699892997742	0.6290520429611206
True	square_hinge	100	0.5	0.01	68	0.34323403239250183	0.9079646468162537	0.9533292651176453	0.6285070180892944
True	square_hinge	100	0.5	0.01	69	0.4936580955982208	0.8482532501220703	0.9684889316558838	0.6189015507698059
True	square_hinge	100	0.5	0.01	70	0.4770803451538086	0.8603205680847168	0.933502733707428	0.63580322265625
True	square_hinge	100	0.5	0.01	71	0.4323478639125824	0.8640865087509155	0.9709119200706482	0.6253456473350525
True	square_hinge	100	0.5	0.01	72	0.619074821472168	0.8741025328636169	0.9972072243690491	0.5995283722877502
True	square_hinge	100	0.5	0.01	73	0.34619054198265076	0.9002885222434998	0.937445342540741	0.6369010210037231
True	square_hinge	100	0.5	0.01	74	0.3829120993614197	0.9130128026008606	0.9586319327354431	0.6265242695808411
True	square_hinge	100	0.5	0.01	75	0.42052924633026123	0.8705769777297974	0.9886639714241028	0.6188828945159912
True	square_hinge	100	0.5	0.01	76	0.3228505551815033	0.912163496017456	0.943770170211792	0.6309567093849182
True	square_hinge	100	0.5	0.01	77	0.33366915583610535	0.9027724266052246	0.9539099335670471	0.6292322278022766
True	square_hinge	100	0.5	0.01	78	0.3092441260814667	0.921346127986908	0.9422079920768738	0.632281482219696
True	square_hinge	100	0.5	0.01	79	0.35005971789360046	0.9142307639122009	0.9252203106880188	0.6396440863609314
True	square_hinge	100	0.5	0.01	80	0.4277610182762146	0.8982692360877991	0.9341774582862854	0.6295381784439087
True	square_hinge	100	0.5	0.01	81	0.31410762667655945	0.9295032024383545	0.9516083002090454	0.6232379674911499
True	square_hinge	100	0.5	0.01	82	0.4074919819831848	0.908605694770813	0.9358497858047485	0.6359853148460388
True	square_hinge	100	0.5	0.01	83	0.484000027179718	0.8831250667572021	1.0056103467941284	0.6089414954185486
True	square_hinge	100	0.5	0.01	84	0.47974082827568054	0.8981570601463318	0.9841024875640869	0.6170165538787842
True	square_hinge	100	0.5	0.01	85	0.3851509988307953	0.9153845906257629	0.9827417731285095	0.625480592250824
True	square_hinge	100	0.5	0.01	86	0.36474892497062683	0.9020832777023315	0.9747279286384583	0.6230898499488831
True	square_hinge	100	0.5	0.01	87	0.32642409205436707	0.9040545225143433	0.9831226468086243	0.6191585659980774
True	square_hinge	100	0.5	0.01	88	0.3063218593597412	0.920673131942749	0.9329874515533447	0.6321521997451782
True	square_hinge	100	0.5	0.01	89	0.41270482540130615	0.9123557806015015	1.0225553512573242	0.6075764298439026
True	square_hinge	100	0.5	0.01	90	0.33677446842193604	0.9169871807098389	1.0128241777420044	0.6173896789550781
True	square_hinge	100	0.5	0.01	91	0.3802262544631958	0.930977463722229	0.9136587977409363	0.638535737991333
True	square_hinge	100	0.5	0.01	92	0.2675810754299164	0.9275960922241211	0.9571315050125122	0.6328983306884766
True	square_hinge	100	0.5	0.01	93	0.45060497522354126	0.9195351600646973	0.9773619771003723	0.6252241730690002
True	square_hinge	100	0.5	0.01	94	0.4374639689922333	0.8800801038742065	1.0385253429412842	0.6114324927330017
True	square_hinge	100	0.5	0.01	95	0.2504113018512726	0.9377243518829346	0.9470659494400024	0.63460773229599
True	square_hinge	100	0.5	0.01	96	0.27497732639312744	0.9315383434295654	0.9659656286239624	0.628130316734314
True	square_hinge	100	0.5	0.01	97	0.5519992709159851	0.859375	0.9707456231117249	0.6188116669654846
True	square_hinge	100	0.5	0.01	98	0.2247389853000641	0.9409134387969971	0.9560933709144592	0.6338554620742798
True	square_hinge	100	0.5	0.01	99	0.22992536425590515	0.938493549823761	0.9789023995399475	0.6239283680915833
