pretrained	loss_name	batch_size	imratio	lr	epoch	train_loss	train_auc	test_loss	test_auc
True	square_hinge	100	0.5	0.01	0	0.8196176886558533	0.6854168176651001	0.8278056979179382	0.6789332032203674
True	square_hinge	100	0.5	0.01	1	0.7592658400535583	0.714728593826294	0.7914215922355652	0.6976611614227295
True	square_hinge	100	0.5	0.01	2	0.756727933883667	0.7327882051467896	0.7799908518791199	0.7315831184387207
True	square_hinge	100	0.5	0.01	3	0.6732895970344543	0.7582092881202698	0.722126305103302	0.7372227907180786
True	square_hinge	100	0.5	0.01	4	0.6614567041397095	0.7666523456573486	0.7027554512023926	0.7452811002731323
True	square_hinge	100	0.5	0.01	5	0.683574378490448	0.7681262493133545	0.7235551476478577	0.7702748775482178
True	square_hinge	100	0.5	0.01	6	0.6158709526062012	0.787419319152832	0.6490755081176758	0.782143235206604
True	square_hinge	100	0.5	0.01	7	0.612278401851654	0.7942542433738708	0.6671196222305298	0.7643426656723022
True	square_hinge	100	0.5	0.01	8	0.5700797438621521	0.8079568147659302	0.6255673766136169	0.7885817289352417
True	square_hinge	100	0.5	0.01	9	0.5449657440185547	0.8196739554405212	0.5908244252204895	0.8015679717063904
True	square_hinge	100	0.5	0.01	10	0.5523784160614014	0.8228742480278015	0.5756731629371643	0.8051889538764954
True	square_hinge	100	0.5	0.01	11	0.5539034008979797	0.8212610483169556	0.6578212976455688	0.7923277616500854
True	square_hinge	100	0.5	0.01	12	0.5044853091239929	0.8384235501289368	0.5617361068725586	0.8184264898300171
True	square_hinge	100	0.5	0.01	13	0.5741893649101257	0.8186207413673401	0.662541389465332	0.800267219543457
True	square_hinge	100	0.5	0.01	14	0.5053808689117432	0.8405165672302246	0.5671279430389404	0.8130614161491394
True	square_hinge	100	0.5	0.01	15	0.48045244812965393	0.8487859964370728	0.5763906240463257	0.8182154297828674
True	square_hinge	100	0.5	0.01	16	0.4982282221317291	0.8514602780342102	0.6104037165641785	0.826137363910675
True	square_hinge	100	0.5	0.01	17	0.524990439414978	0.8517357110977173	0.6542178988456726	0.8227622509002686
True	square_hinge	100	0.5	0.01	18	0.4775504469871521	0.8538562059402466	0.5986354947090149	0.824858546257019
True	square_hinge	100	0.5	0.01	19	0.4498817026615143	0.863411545753479	0.5116029381752014	0.8380699157714844
True	square_hinge	100	0.5	0.01	20	0.4470451772212982	0.8633016347885132	0.5363178253173828	0.8299714922904968
True	square_hinge	100	0.5	0.01	21	0.4547782242298126	0.8602544069290161	0.5066007971763611	0.844114363193512
True	square_hinge	100	0.5	0.01	22	0.42277491092681885	0.8730424046516418	0.49803853034973145	0.8500437140464783
True	square_hinge	100	0.5	0.01	23	0.46560025215148926	0.8732529878616333	0.5989927053451538	0.8431044816970825
True	square_hinge	100	0.5	0.01	24	0.479958176612854	0.8692906498908997	0.5063208937644958	0.8442297577857971
True	square_hinge	100	0.5	0.01	25	0.45329099893569946	0.8725705742835999	0.5131672620773315	0.8374589085578918
True	square_hinge	100	0.5	0.01	26	0.39737555384635925	0.8862213492393494	0.45507821440696716	0.8621436953544617
True	square_hinge	100	0.5	0.01	27	0.4160323739051819	0.8828048706054688	0.5515233874320984	0.857434868812561
True	square_hinge	100	0.5	0.01	28	0.3831602931022644	0.8897233605384827	0.48506811261177063	0.8584421873092651
True	square_hinge	100	0.5	0.01	29	0.3823174238204956	0.8907615542411804	0.49771684408187866	0.854343831539154
True	square_hinge	100	0.5	0.01	30	0.37770378589630127	0.8936262130737305	0.4393230378627777	0.8689236640930176
True	square_hinge	100	0.5	0.01	31	0.3920636475086212	0.8885346055030823	0.5275927186012268	0.8536745309829712
True	square_hinge	100	0.5	0.01	32	0.44680944085121155	0.8910344839096069	0.5997942686080933	0.8563520908355713
True	square_hinge	100	0.5	0.01	33	0.4038624167442322	0.889915943145752	0.47207584977149963	0.8540822267532349
True	square_hinge	100	0.5	0.01	34	0.37389805912971497	0.8971282839775085	0.5050981044769287	0.8634870648384094
True	square_hinge	100	0.5	0.01	35	0.3806898295879364	0.8985363245010376	0.5027689933776855	0.8697763681411743
True	square_hinge	100	0.5	0.01	36	0.3687976896762848	0.896917998790741	0.474972128868103	0.8565635085105896
True	square_hinge	100	0.5	0.01	37	0.4023217558860779	0.8987717628479004	0.4637065529823303	0.8592167496681213
True	square_hinge	100	0.5	0.01	38	0.3482460677623749	0.9044384956359863	0.45743438601493835	0.8634235858917236
True	square_hinge	100	0.5	0.01	39	0.3740946054458618	0.9078927040100098	0.4360949993133545	0.871202826499939
True	square_hinge	100	0.5	0.01	40	0.3543853461742401	0.904699981212616	0.44267675280570984	0.8677042722702026
True	square_hinge	100	0.5	0.01	41	0.3276117146015167	0.9119061231613159	0.43354332447052	0.8788571953773499
True	square_hinge	100	0.5	0.01	42	0.3418244421482086	0.9107722043991089	0.4320312738418579	0.8717642426490784
True	square_hinge	100	0.5	0.01	43	0.3341345191001892	0.9146942496299744	0.48138847947120667	0.8751791715621948
