batch_size	imratio	epoch	lr	train_loss	train_auc	test_loss	test_auc
1000	0.5	0	3.16227766016838	0.9999289512634277	0.5071592330932617	1.0	0.508400022983551
1000	0.5	1	3.16227766016838	0.9999289512634277	0.5066993832588196	1.0	0.5078994631767273
1000	0.5	2	3.16227766016838	0.9999289512634277	0.506898820400238	1.0	0.5078991055488586
1000	0.5	3	3.16227766016838	0.9999289512634277	0.5065593719482422	1.0	0.5078991055488586
1000	0.5	4	3.16227766016838	0.9999289512634277	0.50669926404953	1.0	0.5078991055488586
1000	0.5	5	3.16227766016838	0.9999289512634277	0.506419837474823	1.0	0.5077994465827942
1000	0.5	6	3.16227766016838	0.9999289512634277	0.5066996812820435	1.0	0.5078991055488586
1000	0.5	7	3.16227766016838	0.9999289512634277	0.5068191289901733	1.0	0.5078991055488586
1000	0.5	8	3.16227766016838	0.9999289512634277	0.5066190958023071	1.0	0.5078991055488586
1000	0.5	9	3.16227766016838	0.9999289512634277	0.5067188739776611	1.0	0.507999062538147
1000	0.5	10	3.16227766016838	0.9999289512634277	0.5068989992141724	1.0	0.5078991055488586
1000	0.5	11	3.16227766016838	0.9999289512634277	0.5069793462753296	1.0	0.5078991055488586
1000	0.5	12	3.16227766016838	0.9999289512634277	0.5067791938781738	1.0	0.5077994465827942
1000	0.5	13	3.16227766016838	0.9999289512634277	0.5069990754127502	1.0	0.5078991055488586
1000	0.5	14	3.16227766016838	0.9999289512634277	0.5067393779754639	1.0	0.5079994201660156
1000	0.5	15	3.16227766016838	0.9999289512634277	0.5068389177322388	1.0	0.507999062538147
1000	0.5	16	3.16227766016838	0.9999289512634277	0.5066392421722412	1.0	0.5078994631767273
1000	0.5	17	3.16227766016838	0.9999289512634277	0.5071194171905518	1.0	0.5078994631767273
1000	0.5	18	3.16227766016838	0.9999289512634277	0.5066385865211487	1.0	0.5078991055488586
1000	0.5	19	3.16227766016838	0.9999289512634277	0.5069393515586853	1.0	0.5079994201660156
1000	0.5	20	3.16227766016838	0.9999289512634277	0.5065992474555969	1.0	0.5078991055488586
1000	0.5	21	3.16227766016838	0.9999289512634277	0.5066788792610168	1.0	0.5078991055488586
1000	0.5	22	3.16227766016838	0.9999289512634277	0.506879985332489	1.0	0.5078991055488586
1000	0.5	23	3.16227766016838	0.9999289512634277	0.5066994428634644	1.0	0.5079994201660156
1000	0.5	24	3.16227766016838	0.9999289512634277	0.5069391131401062	1.0	0.5079994201660156
1000	0.5	25	3.16227766016838	0.9999289512634277	0.5067598223686218	1.0	0.5080990195274353
1000	0.5	26	3.16227766016838	0.9999289512634277	0.5068188905715942	1.0	0.5079994201660156
1000	0.5	27	3.16227766016838	0.9999289512634277	0.5070787072181702	1.0	0.5079994201660156
1000	0.5	28	3.16227766016838	0.9999289512634277	0.5066786408424377	1.0	0.5079994201660156
1000	0.5	29	3.16227766016838	0.9999289512634277	0.506758987903595	1.0	0.5078994631767273
1000	0.5	30	3.16227766016838	0.9999289512634277	0.5070590972900391	1.0	0.507999062538147
1000	0.5	31	3.16227766016838	0.9999289512634277	0.5069389343261719	1.0	0.5079994201660156
1000	0.5	32	3.16227766016838	0.9999289512634277	0.5067389011383057	1.0	0.5079994201660156
1000	0.5	33	3.16227766016838	0.9999289512634277	0.5067399144172668	1.0	0.5083990097045898
1000	0.5	34	3.16227766016838	0.9999289512634277	0.5067192912101746	1.0	0.5078994631767273
1000	0.5	35	3.16227766016838	0.9999289512634277	0.5069386959075928	1.0	0.5078994631767273
1000	0.5	36	3.16227766016838	0.9999289512634277	0.5068196058273315	1.0	0.5079994201660156
1000	0.5	37	3.16227766016838	0.9999289512634277	0.5069389343261719	1.0	0.5078994631767273
1000	0.5	38	3.16227766016838	0.9999289512634277	0.5068785548210144	1.0	0.5079994201660156
1000	0.5	39	3.16227766016838	0.9999289512634277	0.5067392587661743	1.0	0.5079994201660156
1000	0.5	40	3.16227766016838	0.9999289512634277	0.5070388913154602	1.0	0.5084993243217468
1000	0.5	41	3.16227766016838	0.9999289512634277	0.5066589117050171	1.0	0.5079994201660156
1000	0.5	42	3.16227766016838	0.9999289512634277	0.5067394971847534	1.0	0.5078994631767273
1000	0.5	43	3.16227766016838	0.9999289512634277	0.5068596005439758	1.0	0.5079994201660156
1000	0.5	44	3.16227766016838	0.9999289512634277	0.5068588852882385	1.0	0.5079994201660156
1000	0.5	45	3.16227766016838	0.9999289512634277	0.5066394805908203	1.0	0.5078994631767273
1000	0.5	46	3.16227766016838	0.9999289512634277	0.506918728351593	1.0	0.5079994201660156
1000	0.5	47	3.16227766016838	0.9999289512634277	0.5067796111106873	1.0	0.508099377155304
1000	0.5	48	3.16227766016838	0.9999289512634277	0.5065993070602417	1.0	0.5079994201660156
1000	0.5	49	3.16227766016838	0.9999289512634277	0.506959080696106	1.0	0.5079994201660156
1000	0.5	50	3.16227766016838	0.9999289512634277	0.5069992542266846	1.0	0.5079994201660156
1000	0.5	51	3.16227766016838	0.9999289512634277	0.5066399574279785	1.0	0.5079994201660156
1000	0.5	52	3.16227766016838	0.9999289512634277	0.5067594051361084	1.0	0.5079994201660156
1000	0.5	53	3.16227766016838	0.9999289512634277	0.5070390105247498	1.0	0.508099377155304
