batch_size	imratio	epoch	lr	train_loss	train_auc	test_loss	test_auc
1000	0.5	0	1e-05	1.0114991664886475	0.4979182779788971	1.018484115600586	0.47813165187835693
1000	0.5	1	1e-05	1.0135996341705322	0.4940683841705322	1.0187678337097168	0.4784584641456604
1000	0.5	2	1e-05	1.012695074081421	0.4948979616165161	1.0184643268585205	0.47880905866622925
1000	0.5	3	1e-05	1.0124608278274536	0.49593669176101685	1.0182886123657227	0.47935816645622253
1000	0.5	4	1e-05	1.0117257833480835	0.4975089430809021	1.0180965662002563	0.479629784822464
1000	0.5	5	1e-05	1.0115305185317993	0.49694758653640747	1.0179226398468018	0.47992566227912903
1000	0.5	6	1e-05	1.0121110677719116	0.496539443731308	1.017675757408142	0.48037445545196533
1000	0.5	7	1e-05	1.0119259357452393	0.4976239800453186	1.0174963474273682	0.4805854558944702
1000	0.5	8	1e-05	1.0103676319122314	0.5005114078521729	1.0174440145492554	0.4809076189994812
1000	0.5	9	1e-05	1.0109541416168213	0.49865931272506714	1.0172454118728638	0.48112472891807556
1000	0.5	10	1e-05	1.0104831457138062	0.4998691976070404	1.016982913017273	0.4814208745956421
1000	0.5	11	1e-05	1.0107508897781372	0.49855610728263855	1.016829013824463	0.48179760575294495
1000	0.5	12	1e-05	1.011651635169983	0.4981794059276581	1.016817569732666	0.48177552223205566
1000	0.5	13	1e-05	1.0116876363754272	0.49750420451164246	1.016581416130066	0.48236459493637085
1000	0.5	14	1e-05	1.0109165906906128	0.4982401728630066	1.01630699634552	0.4830183684825897
1000	0.5	15	1e-05	1.0115933418273926	0.4977561831474304	1.016342282295227	0.4829370379447937
1000	0.5	16	1e-05	1.0104197263717651	0.49993962049484253	1.0159474611282349	0.4835493564605713
1000	0.5	17	1e-05	1.0102589130401611	0.5003897547721863	1.0157485008239746	0.48388564586639404
1000	0.5	18	1e-05	1.0102479457855225	0.4999629259109497	1.0156316757202148	0.4842347502708435
1000	0.5	19	1e-05	1.009962558746338	0.5015916228294373	1.0153979063034058	0.48465919494628906
1000	0.5	20	1e-05	1.0090926885604858	0.5033833384513855	1.015304446220398	0.48477447032928467
1000	0.5	21	1e-05	1.0086196660995483	0.5041801929473877	1.0151317119598389	0.4852217435836792
1000	0.5	22	1e-05	1.010693073272705	0.4993816018104553	1.014871597290039	0.48535916209220886
1000	0.5	23	1e-05	1.0089937448501587	0.5033806562423706	1.0146329402923584	0.48597827553749084
1000	0.5	24	1e-05	1.0090059041976929	0.5021056532859802	1.0145717859268188	0.4862043559551239
1000	0.5	25	1e-05	1.0095769166946411	0.5011376142501831	1.014237642288208	0.48658788204193115
1000	0.5	26	1e-05	1.0081473588943481	0.5034711360931396	1.014103889465332	0.486824631690979
1000	0.5	27	1e-05	1.0091335773468018	0.5018335580825806	1.0139110088348389	0.48745274543762207
1000	0.5	28	1e-05	1.0085543394088745	0.5032177567481995	1.0139436721801758	0.4873508810997009
1000	0.5	29	1e-05	1.008535385131836	0.5030340552330017	1.0137401819229126	0.48779842257499695
1000	0.5	30	1e-05	1.0092328786849976	0.501547634601593	1.0135219097137451	0.488217830657959
1000	0.5	31	1e-05	1.0095720291137695	0.5014687180519104	1.0133246183395386	0.4886060953140259
1000	0.5	32	1e-05	1.0080430507659912	0.5036869049072266	1.0131173133850098	0.48893076181411743
1000	0.5	33	1e-05	1.009148120880127	0.5020427703857422	1.0129482746124268	0.4892767667770386
1000	0.5	34	1e-05	1.0073720216751099	0.5058928728103638	1.0127748250961304	0.4896850883960724
1000	0.5	35	1e-05	1.0089105367660522	0.5028451085090637	1.0127909183502197	0.4896374046802521
1000	0.5	36	1e-05	1.0083386898040771	0.503657877445221	1.0125360488891602	0.49001598358154297
1000	0.5	37	1e-05	1.0084972381591797	0.5030685067176819	1.0122740268707275	0.49061352014541626
1000	0.5	38	1e-05	1.00799560546875	0.5048168897628784	1.0122660398483276	0.4907405376434326
1000	0.5	39	1e-05	1.0073641538619995	0.5059916377067566	1.0121572017669678	0.4909764230251312
1000	0.5	40	1e-05	1.0083467960357666	0.503260612487793	1.0119861364364624	0.49131739139556885
1000	0.5	41	1e-05	1.007489562034607	0.5061318874359131	1.0116502046585083	0.49197643995285034
1000	0.5	42	1e-05	1.007737398147583	0.5051328539848328	1.0116314888000488	0.4920441508293152
1000	0.5	43	1e-05	1.0067846775054932	0.5066754221916199	1.0113017559051514	0.4927026033401489
1000	0.5	44	1e-05	1.0066057443618774	0.5072598457336426	1.0112032890319824	0.49284499883651733
1000	0.5	45	1e-05	1.0078901052474976	0.5043694376945496	1.011069655418396	0.49318450689315796
1000	0.5	46	1e-05	1.0077017545700073	0.5054070353507996	1.0108983516693115	0.4933509826660156
1000	0.5	47	1e-05	1.0069035291671753	0.5066246390342712	1.0106955766677856	0.4937097430229187
1000	0.5	48	1e-05	1.0051696300506592	0.5105344653129578	1.0105620622634888	0.4943486452102661
1000	0.5	49	1e-05	1.0070322751998901	0.5058584809303284	1.0105183124542236	0.4944304823875427
1000	0.5	50	1e-05	1.0058735609054565	0.5088642835617065	1.010374903678894	0.4945228099822998
1000	0.5	51	1e-05	1.006057858467102	0.5079503059387207	1.010077714920044	0.495269238948822
1000	0.5	52	1e-05	1.0054336786270142	0.5100364685058594	1.0097202062606812	0.49590951204299927
1000	0.5	53	1e-05	1.005568265914917	0.5089266300201416	1.0096465349197388	0.4960970878601074
1000	0.5	54	1e-05	1.0065420866012573	0.5064008235931396	1.009586215019226	0.49621015787124634
1000	0.5	55	1e-05	1.00502610206604	0.5107108950614929	1.0094574689865112	0.49654898047447205
1000	0.5	56	1e-05	1.005495309829712	0.5095779895782471	1.0094739198684692	0.4965861141681671
1000	0.5	57	1e-05	1.0065363645553589	0.5077540874481201	1.0092154741287231	0.497110515832901
1000	0.5	58	1e-05	1.004654884338379	0.5108098983764648	1.009088397026062	0.4973229765892029
1000	0.5	59	1e-05	1.0055878162384033	0.5100788474082947	1.008994221687317	0.4975650906562805
1000	0.5	60	1e-05	1.004955530166626	0.5105628371238708	1.0086712837219238	0.49835070967674255
1000	0.5	61	1e-05	1.0053324699401855	0.5093647241592407	1.008673071861267	0.4983397126197815
1000	0.5	62	1e-05	1.005818486213684	0.5090118646621704	1.0083036422729492	0.4989948868751526
1000	0.5	63	1e-05	1.0044490098953247	0.511238157749176	1.0083625316619873	0.4989223778247833
1000	0.5	64	1e-05	1.0046626329421997	0.5111363530158997	1.0081849098205566	0.49918943643569946
1000	0.5	65	1e-05	1.003753423690796	0.5125831961631775	1.0081322193145752	0.4995269179344177
1000	0.5	66	1e-05	1.0039018392562866	0.512786328792572	1.007798671722412	0.5001083016395569
1000	0.5	67	1e-05	1.0043412446975708	0.5111642479896545	1.007727861404419	0.5000764727592468
1000	0.5	68	1e-05	1.0040215253829956	0.5120105743408203	1.0074212551116943	0.5008231401443481
1000	0.5	69	1e-05	1.0046478509902954	0.5114603042602539	1.0074180364608765	0.5009766221046448
1000	0.5	70	1e-05	1.0041382312774658	0.5125037431716919	1.0072261095046997	0.5014394521713257
1000	0.5	71	1e-05	1.0044410228729248	0.5115542411804199	1.0071672201156616	0.5015140771865845
1000	0.5	72	1e-05	1.0053776502609253	0.5091733932495117	1.0070706605911255	0.5017476677894592
1000	0.5	73	1e-05	1.0042134523391724	0.5123078227043152	1.0067036151885986	0.5026445984840393
1000	0.5	74	1e-05	1.0031074285507202	0.5144256949424744	1.0066277980804443	0.5027228593826294
1000	0.5	75	1e-05	1.0027408599853516	0.5152906775474548	1.0065017938613892	0.5029188394546509
1000	0.5	76	1e-05	1.0034950971603394	0.5132583379745483	1.006443977355957	0.5030362010002136
1000	0.5	77	1e-05	1.0039550065994263	0.5120499730110168	1.0062391757965088	0.503368079662323
1000	0.5	78	1e-05	1.0027886629104614	0.5150323510169983	1.006087303161621	0.5038825273513794
1000	0.5	79	1e-05	1.0012879371643066	0.5188863277435303	1.005863070487976	0.5043262243270874
1000	0.5	80	1e-05	1.002360463142395	0.5162116289138794	1.0058825016021729	0.5044219493865967
1000	0.5	81	1e-05	1.0036371946334839	0.5135723948478699	1.005682349205017	0.5048620700836182
1000	0.5	82	1e-05	1.001511573791504	0.5177470445632935	1.005500316619873	0.505142867565155
1000	0.5	83	1e-05	1.002252221107483	0.5159814357757568	1.0054471492767334	0.5051634311676025
1000	0.5	84	1e-05	1.0019298791885376	0.516974925994873	1.0051567554473877	0.5058540105819702
1000	0.5	85	1e-05	1.001814842224121	0.5169657468795776	1.0051658153533936	0.5059815049171448
1000	0.5	86	1e-05	1.0012259483337402	0.5178462266921997	1.0049725770950317	0.5062787532806396
1000	0.5	87	1e-05	1.0016660690307617	0.5179615616798401	1.004840612411499	0.506642758846283
1000	0.5	88	1e-05	1.0024631023406982	0.5153213739395142	1.0046677589416504	0.5067906975746155
1000	0.5	89	1e-05	1.0005040168762207	0.520310640335083	1.0044740438461304	0.5074870586395264
1000	0.5	90	1e-05	1.0014716386795044	0.5175243616104126	1.0043553113937378	0.5076725482940674
1000	0.5	91	1e-05	1.0014946460723877	0.5180282592773438	1.0042352676391602	0.5079969763755798
1000	0.5	92	1e-05	1.002447247505188	0.515970766544342	1.0040671825408936	0.5083979964256287
1000	0.5	93	1e-05	1.0018224716186523	0.5172290205955505	1.0038975477218628	0.5086581707000732
1000	0.5	94	1e-05	1.001219630241394	0.5179753303527832	1.003874659538269	0.5087772011756897
1000	0.5	95	1e-05	1.0007632970809937	0.5191541314125061	1.0037117004394531	0.5092041492462158
1000	0.5	96	1e-05	1.000831127166748	0.5180303454399109	1.0033901929855347	0.5097055435180664
1000	0.5	97	1e-05	1.0003561973571777	0.5199207067489624	1.0034571886062622	0.5096449255943298
1000	0.5	98	1e-05	1.0007573366165161	0.5184656381607056	1.0032217502593994	0.5102934241294861
1000	0.5	99	1e-05	1.000678300857544	0.5196384787559509	1.0029120445251465	0.5108566284179688
