batch_size	imratio	epoch	lr	train_loss	train_auc	test_loss	test_auc
50	0.5	0	3.16227766016838e-05	0.998561680316925	0.534146785736084	0.9933653473854065	0.5437923073768616
50	0.5	1	3.16227766016838e-05	0.9879411458969116	0.5457810163497925	0.9838126301765442	0.5534442663192749
50	0.5	2	3.16227766016838e-05	0.9816628098487854	0.5523570775985718	0.9757217764854431	0.5627220869064331
50	0.5	3	3.16227766016838e-05	0.9743677377700806	0.5634505152702332	0.9677675366401672	0.5723364949226379
50	0.5	4	3.16227766016838e-05	0.9695503115653992	0.570223867893219	0.9627053737640381	0.5785806179046631
50	0.5	5	3.16227766016838e-05	0.9686040282249451	0.5719985961914062	0.9598262310028076	0.5836524367332458
50	0.5	6	3.16227766016838e-05	0.9620786905288696	0.5801312923431396	0.9527110457420349	0.5907129645347595
50	0.5	7	3.16227766016838e-05	0.9570660591125488	0.5871261954307556	0.9500460624694824	0.5932754278182983
50	0.5	8	3.16227766016838e-05	0.954252302646637	0.589450478553772	0.9451866149902344	0.5976443886756897
50	0.5	9	3.16227766016838e-05	0.9504818320274353	0.5930236577987671	0.9417551755905151	0.6010705232620239
50	0.5	10	3.16227766016838e-05	0.9479865431785583	0.5936843156814575	0.937747597694397	0.6033837199211121
50	0.5	11	3.16227766016838e-05	0.9446155428886414	0.597812294960022	0.9343194365501404	0.6067206859588623
50	0.5	12	3.16227766016838e-05	0.9421700835227966	0.5997158885002136	0.931527853012085	0.6088191270828247
50	0.5	13	3.16227766016838e-05	0.9382612109184265	0.6031593680381775	0.9285458922386169	0.6113685965538025
50	0.5	14	3.16227766016838e-05	0.9361197352409363	0.6053360104560852	0.9252015948295593	0.6136359572410583
50	0.5	15	3.16227766016838e-05	0.935969889163971	0.6063023805618286	0.9239299297332764	0.6161453127861023
50	0.5	16	3.16227766016838e-05	0.9326225519180298	0.6087498664855957	0.9215665459632874	0.6172564625740051
50	0.5	17	3.16227766016838e-05	0.9297175407409668	0.6105864644050598	0.9193147420883179	0.6188572645187378
50	0.5	18	3.16227766016838e-05	0.9275920391082764	0.612147331237793	0.9163272976875305	0.6209232807159424
50	0.5	19	3.16227766016838e-05	0.9302875995635986	0.6100289821624756	0.9155373573303223	0.6231905817985535
50	0.5	20	3.16227766016838e-05	0.9250395894050598	0.6144904494285583	0.9135912656784058	0.6240748167037964
50	0.5	21	3.16227766016838e-05	0.9242334961891174	0.6146976947784424	0.911005973815918	0.6246342658996582
50	0.5	22	3.16227766016838e-05	0.921642005443573	0.6172832250595093	0.9096586108207703	0.6255724430084229
50	0.5	23	3.16227766016838e-05	0.9182406663894653	0.6208187937736511	0.9085052013397217	0.6275824308395386
50	0.5	24	3.16227766016838e-05	0.9163592457771301	0.6223329901695251	0.9062917828559875	0.6279662251472473
50	0.5	25	3.16227766016838e-05	0.9176496863365173	0.6196836233139038	0.9049444794654846	0.6293261647224426
50	0.5	26	3.16227766016838e-05	0.9153778553009033	0.620794951915741	0.9027530550956726	0.6311612129211426
50	0.5	27	3.16227766016838e-05	0.9145514965057373	0.6219549179077148	0.9020884037017822	0.6316823959350586
50	0.5	28	3.16227766016838e-05	0.9109709858894348	0.6255492568016052	0.9007973074913025	0.6322380304336548
50	0.5	29	3.16227766016838e-05	0.90948885679245	0.6262536644935608	0.8991314172744751	0.6338264346122742
50	0.5	30	3.16227766016838e-05	0.9097937941551208	0.6268540620803833	0.8981861472129822	0.634667158126831
50	0.5	31	3.16227766016838e-05	0.9085411429405212	0.6273068189620972	0.8965492248535156	0.6358976364135742
50	0.5	32	3.16227766016838e-05	0.9060364365577698	0.629744291305542	0.8956307172775269	0.6366763114929199
